K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.4638412594795227,,,geo
1,63488,0.8295887112617493,0.7853931188583374,0.7853931188583374,geo
2,63488,0.8479856848716736,0.7853931188583374,0.8079991340637207,geo
4,63488,0.8496672511100769,0.7853931188583374,0.8215411305427551,geo
8,63488,0.8421671986579895,0.7853931188583374,0.7864385843276978,geo
16,63488,0.8233470916748047,0.7853931188583374,0.748579740524292,geo
32,63488,0.799737811088562,0.7853931188583374,0.6878054141998291,geo
