K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.4683973789215088,,,geo
1,63488,0.8341949582099915,0.7853931188583374,0.7853931188583374,geo
2,63488,0.8546320199966431,0.7853931188583374,0.8079991340637207,geo
4,63488,0.8583571314811707,0.7853931188583374,0.8215411305427551,geo
8,63488,0.8530802726745605,0.7853931188583374,0.7864385843276978,geo
16,63488,0.8383805751800537,0.7853931188583374,0.748579740524292,geo
32,63488,0.8155251145362854,0.7853931188583374,0.6878054141998291,geo
