K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.46075546741485596,,,geo
1,63488,0.8348068594932556,0.7850424647331238,0.7850424647331238,geo
2,63488,0.8566413521766663,0.7850424647331238,0.813768744468689,geo
4,63488,0.8612332940101624,0.7850424647331238,0.8292873501777649,geo
8,63488,0.8513577580451965,0.7850424647331238,0.8055525422096252,geo
16,63488,0.83194500207901,0.7850424647331238,0.7660472989082336,geo
32,63488,0.8042739033699036,0.7850424647331238,0.6975529789924622,geo
