K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.5227389931678772,,,geo
1,63488,0.5249120593070984,0.7853931188583374,0.7853931188583374,geo
2,63488,0.5239665508270264,0.7853931188583374,0.8079991340637207,geo
4,63488,0.5230225324630737,0.7853931188583374,0.8215411305427551,geo
8,63488,0.5231049060821533,0.7853931188583374,0.7864385843276978,geo
16,63488,0.522802472114563,0.7853931188583374,0.748579740524292,geo
32,63488,0.5265195965766907,0.7853931188583374,0.6878054141998291,geo
