K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.4713507890701294,,,geo
1,63488,0.8292515873908997,0.7850424647331238,0.7850424647331238,geo
2,63488,0.8491138815879822,0.7850424647331238,0.813768744468689,geo
4,63488,0.8527512550354004,0.7850424647331238,0.8292873501777649,geo
8,63488,0.8461993932723999,0.7850424647331238,0.8055525422096252,geo
16,63488,0.8293968439102173,0.7850424647331238,0.7660472989082336,geo
32,63488,0.8053311109542847,0.7850424647331238,0.6975529789924622,geo
