K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.606570839881897,,,geo
1,63488,0.8438982963562012,0.7853931188583374,0.7853931188583374,geo
2,63488,0.8593450784683228,0.7853931188583374,0.8079991340637207,geo
4,63488,0.8642012476921082,0.7853931188583374,0.8215411305427551,geo
8,63488,0.8635272979736328,0.7853931188583374,0.7864385843276978,geo
16,63488,0.8580152988433838,0.7853931188583374,0.748579740524292,geo
32,63488,0.8432459831237793,0.7853931188583374,0.6878054141998291,geo
