K,n,model,nn_donor,ctx_mean,retrieval
0,63488,0.5472059845924377,,,geo
1,63488,0.5558576583862305,0.7850424647331238,0.7850424647331238,geo
2,63488,0.5557966828346252,0.7850424647331238,0.813768744468689,geo
4,63488,0.5550124049186707,0.7850424647331238,0.8292873501777649,geo
8,63488,0.5520020723342896,0.7850424647331238,0.8055525422096252,geo
16,63488,0.546809196472168,0.7850424647331238,0.7660472989082336,geo
32,63488,0.5429015755653381,0.7850424647331238,0.6975529789924622,geo
