K,n,model,nn_donor,ctx_mean,retrieval
0,87040,0.3600921630859375,,,geo
1,87040,0.7268911600112915,0.6100128889083862,0.6100128889083862,geo
2,87040,0.7278287410736084,0.6100128889083862,0.6681216955184937,geo
4,87040,0.7264810800552368,0.6100128889083862,0.6721336841583252,geo
8,87040,0.7191849946975708,0.6100128889083862,0.6627688407897949,geo
16,87040,0.7051312327384949,0.6100128889083862,0.6364480257034302,geo
32,87040,0.6800557374954224,0.6100128889083862,0.5634692311286926,geo
